x,y,time,peptide
10.559736465441713,19.194385691491863,3,N4
30.527107860018912,-1.529429782707291,3,N4
28.26499646195102,6.830408258229712,3,N4
24.44642791191851,2.5410831818590944,3,N4
31.4134598467396,5.42915000386868,3,N4
14.89789289267426,11.164776786955663,3,N4
9.045949595845515,16.64343043559902,3,N4
-12.438886176374607,17.54504498969896,3,N4
27.32187320655613,11.402375554415096,3,N4
-32.92545632057669,12.667634656060937,1,N4
-20.42693113409983,16.71509948123526,1,N4
-35.04115577578988,2.8701606115797036,1,N4
-21.145637810742247,32.822774868120874,1,N4
-31.88529589263065,13.626748536928371,1,N4
-27.815077158152064,21.0598648377619,1,N4
-33.47658407765031,21.367082943315605,1,N4
-38.974490066035,6.302941215133759,NA,NA
-37.6298598805392,-3.2867708654757135,NA,NA
-35.58612380501339,-1.577856573247275,NA,NA
-37.16961497784199,-3.53279232434682,NA,NA
-40.29335931783833,4.708460180756768,NA,NA
-39.36483289380104,-3.7509559434055073,NA,NA
-42.33995627657983,-2.319802398229879,NA,NA
-39.26709891327842,-2.2017385042281883,NA,NA
-39.85426937710908,4.853663173370583,NA,NA
-40.737759943061775,1.7702813117391798,NA,NA
32.20739219239514,5.900583788352403,6,N4
31.71472665542599,-9.65833123018508,6,N4
32.54624625687456,3.1673725946315097,6,N4
35.76196092050455,-4.382130535164247,6,N4
24.4061357038681,13.557139060641047,6,N4
36.2928532846509,4.102791921562581,6,N4
26.950549182670287,7.236754968813543,6,N4
37.26363946570235,-3.140952231583878,6,N4
26.93028544100522,-0.08160127505296866,6,N4
25.866646130882945,1.829587077897937,6,N4
9.242863795393678,-9.714110768047018,6,N4
39.7829125652764,-1.7435551303997103,6,N4
14.008143972394691,-0.9641635402859068,6,T4
25.850113031719363,7.156851246255067,6,T4
21.66379431640927,2.235617214586658,6,T4
-16.682109634764586,-15.23548370078285,6,T4
32.82072402816208,0.681569829851604,6,T4
13.91616028103228,-14.733695778277305,6,T4
33.294939514579234,-4.167363855445573,6,T4
21.715163738612272,-0.2198029562753604,6,T4
-37.41126337520476,-6.793135164466465,6,T4
33.811903818077546,-0.8322289135934302,6,T4
24.9138934291367,-10.639911064350644,6,T4
32.04988989986589,-3.633747062426704,6,T4
-6.7472743899874965,6.732048107948349,6,G4
6.888774794693737,9.890176477383172,6,G4
25.342617257313353,-3.1822400719253396,6,G4
-27.264049739360196,-3.0417516379026734,6,G4
-13.065007306661078,-15.14635115128028,6,G4
-43.067603173909035,-7.225174071736751,6,G4
-43.19412732163447,-0.8799079264139616,6,G4
1.5913069338448744,-5.318555490526264,6,G4
-35.94681119678702,-5.725265188482845,6,G4
8.495519995383455,4.379870709660748,6,G4
-17.145241321172428,1.5335712807365318,6,G4
-46.29259003280565,-9.25544503065152,6,NP68
-42.97118734196727,-2.155780961305404,6,NP68
-27.822188646437535,-10.049964449138049,6,NP68
-42.741746831619274,-6.818299794958161,6,NP68
-41.49568269881869,-3.3963385543941396,6,NP68
-44.65238210643263,-8.173045205293578,6,NP68
-41.43188356321945,-6.807499521659495,6,NP68
-41.44633793206954,-5.858685191871029,6,NP68
-15.1641430639836,-15.035475657130494,6,NP68
-54.115802820336015,-9.328184106612316,6,NP68
-3.6740096789245342,15.073108536169547,6,NP68
-26.14241494705041,1.207742300778522,6,G4
25.42800992183022,-1.333255600239584,6,G4
-37.78471978145301,-1.375213001117326,6,G4
7.283413044599663,-7.623980970120769,6,G4
1.456956818951793,11.053034754835696,6,G4
-33.29758655133204,-5.265010758466977,6,G4
18.03429857265782,-0.24207941964400187,6,G4
22.45909126511963,-1.9852282480629535,6,G4
-32.41242952194736,-5.45921320843347,6,G4
-15.221196839844566,-7.442935979678205,6,G4
-18.081705110204055,-11.56793944417136,6,G4
-39.538591864059974,-8.983657440716886,6,NP68
-41.5876143526698,-1.407089299340943,6,NP68
-38.224917287402114,-2.1804178907950993,6,NP68
-42.93229774465751,0.4298485645122398,6,NP68
-39.690448347859274,-1.389625988111679,6,NP68
-8.622824630442786,-9.760109561433396,6,NP68
-39.25967662453475,-5.788448251659287,6,NP68
-40.716178291622874,-3.5537294077912387,6,NP68
-34.76494422621766,-6.535171778040615,6,NP68
-35.643705229323864,-4.429037319066204,6,NP68
-42.12133246679976,-5.711955848121906,6,NP68
34.39466644638042,-9.695127266959616,6,N4
36.07556258204421,-11.4617087682255,6,N4
29.851267098386906,-9.591751834593762,6,N4
34.99359399113208,6.451907242486101,6,N4
38.484909394484035,-12.999243871176574,6,N4
29.57592314388043,-10.584505098156624,6,N4
35.72516205925791,-7.90267623385107,6,N4
25.89510925605922,-8.324115925019814,6,N4
30.45260974731621,-13.98631723666331,6,N4
34.15356734082202,-2.3192273680750612,6,N4
27.87061327562884,-12.717536017071106,6,N4
35.71823325212557,5.22954461901955,6,N4
27.80564612511207,-1.3840419825239751,6,T4
25.251129787731298,2.168680126209321,6,T4
30.240863693878534,-8.519284122335563,6,T4
28.37206357315562,-11.125296473949978,6,T4
23.822116802137952,-6.9682875107788576,6,T4
28.10893782958751,9.06422753048356,6,T4
4.9884644868452686,-2.0818916114789072,6,T4
15.149794374677084,-19.638814587136956,6,T4
-3.412681437228372,-6.481461849747346,6,T4
20.552018099846546,10.516310907095177,6,T4
21.02521042802595,10.211484832006812,6,T4
1.252175595890171,-16.918834096042577,6,T4
-27.30538068116107,22.98560752380947,1,N4
-22.819494841379324,19.71280623095998,1,N4
-10.512848551683582,27.592311053389153,1,N4
-18.413664607399276,23.653019125990404,1,N4
-26.968750309325856,27.768855645275693,1,N4
-26.48275595305924,16.138175204614434,1,N4
-18.19053426460568,12.001248649148826,1,N4
-13.223564162852742,32.69888911842911,1,N4
-18.921264905748803,31.877846783788343,1,N4
-23.100001709428177,26.575177971862978,1,N4
-37.96202719587091,0.8017923433926705,NA,NA
-36.70638237785357,-0.07835005019998909,NA,NA
-38.84098258049458,-6.160539038316906,NA,NA
-39.20815976332358,-0.3699090717734097,NA,NA
-43.074424403252415,5.678800796862882,NA,NA
-30.341658353183963,-7.871983881970244,NA,NA
-32.02702964928262,-3.7303579368646824,NA,NA
-33.08460213931228,2.1618531174092475,NA,NA
-32.5716863686024,2.472489441294785,NA,NA
-38.16154299013755,-0.21252035503418773,NA,NA
-36.77994702141005,4.766258126741187,NA,NA
-42.72398062519472,1.9563597441665035,NA,NA
24.94873780157275,3.1688867172405795,3,N4
25.014279120044705,9.627527330648416,3,N4
35.14360209401629,12.016036064988601,3,N4
35.14726178513158,9.15115208969456,3,N4
5.248428561416445,13.116118502079663,3,N4
23.485774876048065,18.86190362073669,3,N4
0.3961931394218731,17.563696108393305,3,N4
28.951501386120615,16.492536902360836,3,N4
30.718743881360645,7.504866301342563,3,N4
34.234111058156245,8.733234665976468,3,N4
27.4058000628003,2.7841852806099787,3,N4
35.561157448767176,8.168545418491586,3,N4
-20.97399992754954,10.592676475010292,3,N4
19.24711813219402,15.250002727226033,3,N4
37.669974499120094,2.741698471893805,3,N4
31.129020716494665,5.559141616243732,3,N4
-19.340951899265484,16.878278106724444,3,N4
30.87500701815035,10.64885670190415,3,N4
13.999804247114522,10.638288439881132,3,N4
-20.713138793876585,21.31607683899885,1,N4
-22.497027895457546,29.86559694277691,1,N4
-32.06120258358134,19.250169676642816,1,N4
-27.410331152580067,28.661599301649172,1,N4
-28.73579671654498,24.349397789022618,1,N4
-28.749888016158575,24.43855722241338,1,N4
-30.047516568578075,21.72893306502563,1,N4
-23.52840955506539,20.220921511282857,1,N4
-31.152395578388745,13.825703259207058,1,N4
-29.1436232939955,20.19622339360202,1,N4
-32.065117877956006,28.97133769076881,1,N4
-29.86723910511339,5.733615485720059,1,N4
-22.16013197474491,28.06297907217857,1,N4
-21.762534624220574,26.010569795812057,1,N4
-25.4519953510448,21.154847762778147,1,N4
-27.308502830421435,24.24151318261172,1,N4
-26.12701520549876,26.203321406278228,1,N4
-24.70223399554293,30.42414907170936,1,N4
-31.435079274344943,17.459798489381026,1,N4
-32.34956442851731,15.152469914911055,1,N4
35.251885686883114,4.9487415514614215,3,N4
20.252861254512315,-1.344637680838732,3,N4
21.2496072291829,14.930457152729725,3,N4
29.15579905194523,12.366595331415438,3,N4
19.52400653211096,7.524467993005855,3,N4
34.37778267321711,2.6723596292577434,3,N4
20.043075030686005,3.84253472465461,3,N4
32.023788989012495,9.619059460072734,3,N4
27.426244651290332,10.963259916832593,3,N4
34.018168191220084,3.379395719208486,3,N4
37.29146447322804,8.501261675522723,3,N4
-39.363801829282195,6.782926022585299,NA,NA
-34.86158870055205,-3.797795029408873,NA,NA
-27.42832115489672,6.626485304429025,NA,NA
-26.4645689101133,-3.375976760601515,NA,NA
-34.01270534667462,-0.1839101936724266,NA,NA
-35.82005681027257,1.7784435713849294,NA,NA
-33.75893572989403,1.1533983936439698,NA,NA
-30.336889559613148,-4.829807082003389,NA,NA
-36.02544540041185,-0.29113178080607327,NA,NA
-28.96483911279459,2.0327185985065555,NA,NA
-30.900529018092847,-0.3790188838177423,NA,NA
0.598416889729601,8.490230145459048,6,G4
-14.560414405019454,4.2969931053607056,6,G4
-33.092104730734185,-7.0149171465037155,6,G4
-24.50706360668031,-5.310169810782103,6,G4
21.747020754753834,-4.748188987145223,6,G4
-37.981756798416264,-9.47188043110618,6,G4
-30.331115254476053,-12.97892049738116,6,G4
-8.407590178763236,-17.46975147678679,6,G4
5.095242827956912,-10.477915665327128,6,G4
12.342052207193976,-13.30052386263083,6,G4
16.872718280858713,-5.800701528530524,6,G4
-8.022462925535443,-14.16152341686132,6,G4
-41.72081972576113,-10.961312515924533,6,NP68
-42.00651956551895,-6.75084741701027,6,NP68
-30.674768553938755,-13.815227473853868,6,NP68
-36.78662605060015,-5.979476959097758,6,NP68
-42.45311520061173,-12.457278920391651,6,NP68
-44.96044645935875,-11.893758107214987,6,NP68
-39.08467533645227,-9.5744854796226,6,NP68
-6.911064479166887,-15.684109271829447,6,NP68
-43.17928433830736,-8.958859364987045,6,NP68
-43.73902271049476,-12.404672182421432,6,NP68
-39.494744916441974,-10.512792161543874,6,NP68
-47.491614038642794,-7.7385333528137235,6,NP68
33.30327452618093,-9.449491263306562,6,N4
35.69311735476776,-6.698931766400238,6,N4
36.11869826210667,-6.667173216816324,6,N4
37.61862401577616,0.5457705075311814,6,N4
2.788397048874378,19.284546487840693,6,N4
35.1464225712057,-8.394230408761256,6,N4
27.74037948471906,-16.10530439968536,6,N4
36.786731802739176,-8.251417599813804,6,N4
35.85702073146142,3.4064877165872365,6,N4
22.348364474786877,15.60076325948207,6,N4
35.1267402762112,-0.3676037544263254,6,T4
28.337716200205996,12.843066074745558,6,T4
32.10222951579008,-11.875819710205509,6,T4
14.199234282550837,-8.597280172667002,6,T4
20.480759240680605,-5.034873325499755,6,T4
34.54500281287586,-6.8103448295491615,6,T4
23.261726883127917,-6.740179084398994,6,T4
31.512335325579155,7.890914228306205,6,T4
23.91082824111302,-7.380230986057889,6,T4
21.734805308894448,0.7602270933551555,6,T4
28.070406099987014,-3.7777217980836295,6,T4
