age,individual,single.cell.well.quality,post.analysis.well.quality,single.cell.quality,CD69protein,CD25protein,CD44protein,CD62Lprotein,sorting.plate.well,sequencing.plate.well,peptide,time,sizeFactor,Cd69transcript,CD25transcript,Cd44transcript,Cd62ltranscript,PC1,PC2,TSNE1,TSNE2,UMAP1,UMAP2
11.5,2,OK,pass,OK,2.9,2.59,0.95,1.98,Plate 3 C2,Plate 3 C2,N4,6,0.7149309887647927,0,8.42,7.93,3.43,36.07556258204421,-11.4617087682255,-2.9222164043613503,11.41773397373539,5.718810143992552,-0.1757614869328048
11.5,2,OK,pass,OK,2.57,2.51,0.7,1.32,Plate 3 C3,Plate 3 C3,N4,6,0.5153325004781936,3.42,8.24,1.56,7.86,29.851267098386902,-9.591751834593762,-3.365498693376303,10.650867343610015,5.266701760813841,-0.07643737976269982
11.5,2,OK,pass,OK,2.87,1.79,1.63,1.7,Plate 3 C4,Plate 3 C4,N4,6,0.62145517483295,2.08,7.25,1.38,10.99,34.99359399113208,6.451907242486101,2.6813243796247948,7.832334585557488,4.086428704783567,1.1350929480342362
11.5,2,OK,pass,OK,2.93,2.53,0,1.85,Plate 3 C5,Plate 3 C5,N4,6,0.5765867841456654,1.45,5.16,1.45,9.51,38.484909394484035,-12.999243871176574,-1.4134077128327525,10.798188549692483,5.79087454371179,0.3527412157802079
11.5,2,OK,pass,OK,2.72,2.32,0,2.04,Plate 3 C6,Plate 3 C6,N4,6,0.5629025564270063,0,6.89,1.47,8.76,29.57592314388043,-10.584505098156624,-2.879352786048197,9.995160117440054,5.3408613830062235,0.20240042026324012
11.5,2,OK,pass,OK,2.68,2.63,2.17,1.83,Plate 3 C7,Plate 3 C7,N4,6,0.7282002695651538,0,6.15,7.45,8.53,35.72516205925791,-7.90267623385107,-0.19394851138658017,11.301607244055942,5.438663545176634,0.6042535048274491
11.5,2,OK,pass,OK,2.81,2.34,1.85,1.36,Plate 3 C8,Plate 3 C8,N4,6,0.33387440898936843,2.81,8.03,5.61,3.7,25.89510925605922,-8.324115925019814,-3.467151261807839,12.099706524372358,5.56692320399011,-0.14631738846020959
11.5,2,OK,pass,OK,2.54,1.93,2.2,2.18,Plate 3 C9,Plate 3 C9,N4,6,0.9327645899935604,2.67,6.35,6.67,4.62,30.452609747316206,-13.98631723666331,-3.72524009599704,10.445525449628448,5.01387316279138,-0.31232240383343957
11.5,2,OK,pass,OK,2.86,2.31,1.52,1.92,Plate 3 C10,Plate 3 C10,N4,6,0.5313124671252631,1.53,5.53,6.06,8.42,34.15356734082202,-2.3192273680750612,0.3884334027524498,10.989164139727787,5.45794111780847,0.9334389906672929
11.5,2,OK,pass,OK,2.37,2.23,0,2.34,Plate 3 C11,Plate 3 C11,N4,6,0.5067223519235066,6.95,6.21,0,5.03,27.87061327562884,-12.717536017071106,-2.8642394983797175,7.746818449840586,4.3563738494368875,0.12354442889971473
11.5,2,OK,pass,OK,2.67,2.15,1.48,2.45,Plate 3 C12,Plate 3 C12,N4,6,0.6335517795598596,6.65,8.63,4.63,11.64,35.71823325212557,5.22954461901955,-0.46279889918036315,6.799060361360533,3.7689715056868875,0.9398390990046952
11.5,2,OK,pass,OK,2.56,2.05,1.23,2.33,Plate 3 D1,Plate 3 D1,T4,6,0.643312052725047,5.75,7.12,1.35,9.26,27.80564612511207,-1.3840419825239751,-1.6658702011581155,7.816847635818891,4.389553132578977,0.4152419310359452
11.5,2,OK,pass,OK,2.45,1.7,0,2.15,Plate 3 D2,Plate 3 D2,T4,6,0.5224768039410663,7.63,7.08,1.54,10.87,25.251129787731294,2.168680126209321,2.3290513989867505,6.872892211883863,3.5169640212508524,1.5153774958400223
11.5,2,OK,pass,OK,2.71,2.49,0,1.4,Plate 3 D3,Plate 3 D3,T4,6,0.8379582397476094,5.98,8.16,1.13,8.81,30.240863693878534,-8.519284122335563,-3.1341965296661267,9.476058678437376,5.103592935130247,-0.11823227588849328
11.5,2,OK,pass,OK,2.73,2.26,2.25,2.95,Plate 3 D4,Plate 3 D4,T4,6,0.8799941666882499,7.99,7.39,7.78,8.38,28.37206357315562,-11.125296473949978,-3.6851717637651924,9.678771567860045,4.930223527476438,-0.21703961078839562
11.5,2,OK,pass,OK,2.27,1.95,1.3,2.25,Plate 3 D5,Plate 3 D5,T4,6,0.7581486123640652,2.65,5.78,1.21,10.02,23.822116802137952,-6.9682875107788576,3.097413323005582,11.486119711776258,4.028588357493528,0.22991916950030067
11.5,2,OK,pass,OK,2.51,1.53,1.6,2.54,Plate 3 D6,Plate 3 D6,T4,6,0.5712691491818226,0,8.05,0,9.11,28.108937829587514,9.06422753048356,3.2954435177125125,8.665383055996607,4.4238434462996805,2.0731875639705155
11.5,2,OK,pass,OK,1.46,1.52,1.34,3.08,Plate 3 D7,Plate 3 D7,T4,6,0.7106371902189247,9.05,7.18,1.27,10.93,4.9884644868452686,-2.0818916114789072,-1.2001350431722289,0.1269194713707777,2.0952978759261454,0.7605333071498368
11.5,2,OK,pass,OK,2.6,2.25,2.43,2.73,Plate 3 D8,Plate 3 D8,T4,6,0.8008250008525135,1.17,6.2,9.45,2.58,15.149794374677084,-19.638814587136956,-4.79951670731388,10.53442585286404,5.198597016856321,-0.7198432940693404
11.5,2,OK,pass,OK,1.93,0.95,1.73,3.3,Plate 3 D9,Plate 3 D9,T4,6,0.4875355672448064,9.76,7.47,2.84,8.96,-3.412681437228372,-6.481461849747346,-0.46002742284099907,-0.15659058581297586,-1.4031760067490255,-0.509378816530278
11.5,2,OK,pass,OK,2.12,1.68,0.9,2.81,Plate 3 D10,Plate 3 D10,T4,6,0.4001396277245498,6.79,8.26,0,11.12,20.552018099846542,10.516310907095175,0.9828736208848418,4.479939790339127,2.7325487761947,0.9397670965938065
11.5,2,OK,pass,OK,2.2,1.34,1.3,2.61,Plate 3 D11,Plate 3 D11,T4,6,0.34676933550474304,2.76,6.13,5.03,9.5,21.02521042802595,10.211484832006812,3.5782879831523786,5.418426820496978,2.7480669646712625,1.319080327108333
11.5,2,OK,pass,OK,2.03,1.59,1.48,3.14,Plate 3 D12,Plate 3 D12,T4,6,0.8461128487506865,9.31,3.54,5.23,4.99,1.252175595890171,-16.918834096042577,-1.298007556340827,-1.2965877184933963,-1.2656175465134298,-0.32295754139142296
11.5,2,OK,pass,OK,0.48,0,0.3,1.85,Plate 3 E1,Plate 3 E1,N4,1,0.28555113417799266,7.86,3,0,10.76,-27.30538068116107,22.98560752380947,-0.25256678453672016,-14.898987316502621,-9.140165266468873,-2.155903983459046
11.5,2,OK,pass,OK,0,0.6,0,1.66,Plate 3 E2,Plate 3 E2,N4,1,0.38747021583868513,4.04,1.84,0,7.82,-22.819494841379324,19.71280623095998,0.9531446184388995,-14.901708296317965,-8.820812162831178,-2.2428439516277816
11.5,2,OK,pass,OK,1.66,0.95,1.32,2.21,Plate 3 E3,Plate 3 E3,N4,1,0.41560542101633696,4.9,6.33,0,9.27,-10.512848551683582,27.592311053389153,0.20965368775506077,-16.34474893961958,-9.421131548359742,-1.8408883768768813
11.5,2,OK,pass,OK,0.78,0.78,0,2.39,Plate 3 E4,Plate 3 E4,N4,1,0.4728229928155822,3.78,0,0,9,-18.413664607399276,23.653019125990404,0.5850699271843058,-15.196094165898966,-9.064825472309938,-2.3708668607922103
11.5,2,OK,pass,OK,0.9,1.11,0.48,2.62,Plate 3 E5,Plate 3 E5,N4,1,0.35332279063829997,3.62,1.94,0,10.05,-26.968750309325856,27.768855645275693,0.3990999008051974,-15.635397807491444,-9.213526186421266,-1.94343191717582
11.5,2,OK,pass,OK,0,0.85,0.3,3,Plate 3 E8,Plate 3 E8,N4,1,0.3850707401807,7.39,0,0,7.84,-26.48275595305924,16.138175204614434,1.013642516540091,-14.387941255660781,-8.845829424336305,-2.3331668335648086
11.5,2,OK,pass,OK,0.7,0.7,0.95,2.73,Plate 3 E9,Plate 3 E9,N4,1,0.4682360252513514,7.77,0,0,2.4,-18.19053426460568,12.001248649148826,0.945596438859457,-14.707027272200651,-8.93391507573401,-2.310491915390065
11.5,2,OK,pass,OK,1.45,0.6,0.3,1.72,Plate 3 E10,Plate 3 E10,N4,1,0.3281102550590961,3.34,2.83,0,8.81,-13.223564162852742,32.69888911842911,0.10584255606842996,-16.0537844895966,-9.387727674916139,-1.8788637626619842
11.5,2,OK,pass,OK,0,0.48,1.43,1.71,Plate 3 E11,Plate 3 E11,N4,1,0.41169499734063575,7.66,4.79,0,9.83,-18.921264905748803,31.877846783788346,-0.32297697608964615,-15.86626472691161,-9.39689582295691,-1.94198666845279
11.5,2,OK,pass,OK,1.41,0.48,0.7,2.02,Plate 3 E12,Plate 3 E12,N4,1,0.3660778980833785,3.2,6,0,10.03,-23.100001709428177,26.575177971862974,0.5488408582931383,-15.238232884652524,-9.02329724736487,-2.386711921140721
11.5,2,OK,pass,OK,0,1,1.2,3.15,Plate 3 F1,Plate 3 F1,NA,NA,0.4306382262194652,6.19,1.73,0,8,-37.96202719587091,0.8017923433926705,-0.5741396754658886,-10.77741789915875,-5.28599255986487,-0.6748478669376876
11.5,2,OK,pass,OK,0,0.78,0.85,2.84,Plate 3 F2,Plate 3 F2,NA,NA,0.33417208830032147,8.41,0,0,4,-36.70638237785357,-0.07835005019998909,1.426153341284293,-10.208683012400716,-4.60981389589583,-0.2554794806690719
11.5,2,OK,pass,OK,1.18,0.85,1.52,3.02,Plate 3 F3,Plate 3 F3,NA,NA,0.40306229732299775,8.03,3.99,0,6.72,-38.84098258049458,-6.160539038316906,-0.5229732978791137,-9.689060138001183,-5.095872518494478,-0.757143046304753
11.5,2,OK,pass,OK,0.7,1.04,0,3.21,Plate 3 F4,Plate 3 F4,NA,NA,0.2873101482881697,7.45,0,0,7.06,-39.20815976332358,-0.36990907177340965,0.6982035240660985,-10.839680648049814,-5.383207020237795,-0.44709875766949914
11.5,2,OK,pass,OK,0.9,1.11,1.43,2.91,Plate 3 F5,Plate 3 F5,NA,NA,0.33994075252318406,6.22,0,0,8.99,-43.074424403252415,5.678800796862882,-0.713808303186586,-9.918215179235942,-5.3285358519104635,-0.9561541337223556
11.5,2,OK,pass,OK,0.3,1.15,1.34,3.11,Plate 3 F6,Plate 3 F6,NA,NA,0.28177150898740716,8.21,3.02,0,3.54,-30.341658353183963,-7.871983881970244,2.441464152663322,-10.31011987405464,-3.9835230381039297,-0.19723823253827355
11.5,2,OK,pass,OK,0.95,0.95,0,3.12,Plate 3 F7,Plate 3 F7,NA,NA,0.3937350122464694,7.35,0,0,4.58,-32.02702964928262,-3.7303579368646824,0.10648510040093209,-9.878055671737304,-4.90572768159186,-0.6735601681919601
