age,individual,single.cell.well.quality,post.analysis.well.quality,single.cell.quality,CD69protein,CD25protein,CD44protein,CD62Lprotein,sorting.plate.well,sequencing.plate.well,peptide,time,sizeFactor,Cd69,Il2ra (CD25),Cd44,Sell (CD62L)
11.5,2,OK,pass,OK,2.38,1.88,0.7,2.68,Plate 3 A2,Plate 3 A2, G4,6,0.5304690424108962,5.41,6.07,0,9.75
11.5,2,OK,pass,OK,1.28,0.7,0,3.16,Plate 3 A3,Plate 3 A3, G4,6,0.39237741417682,8.15,0,0,4.03
11.5,2,OK,pass,OK,1.98,1.49,1.57,3.08,Plate 3 A4,Plate 3 A4, G4,6,0.28579017968527315,9.02,7.03,3,4.46
11.5,2,OK,pass,OK,2.29,0.85,0,2.74,Plate 3 A5,Plate 3 A5, G4,6,0.4517554161267698,8.88,0,0,8.95
11.5,2,OK,pass,OK,0.7,0.95,0.78,3.18,Plate 3 A6,Plate 3 A6, G4,6,0.36573962613911365,7.8,0,0,4.82
11.5,2,OK,pass,OK,2.6,2.21,0,2.99,Plate 3 A7,Plate 3 A7, G4,6,1.0632879472612855,6.53,6.54,0.96,10.26
11.5,2,OK,pass,OK,2.42,2,2,2.47,Plate 3 A9,Plate 3 A9, G4,6,0.9907038086072373,6.9,5.92,5.6,7.59
11.5,2,OK,pass,OK,0,1,1.34,2.94,Plate 3 A10,Plate 3 A10, G4,6,0.3805063240794202,4.77,1.86,0,6.54
11.5,2,OK,pass,OK,1.76,0.95,1.36,3.17,Plate 3 A11,Plate 3 A11, G4,6,0.48007103300802956,8.94,0,0,9.4
11.5,2,OK,pass,OK,1.11,1.82,0,3.18,Plate 3 A12,Plate 3 A12, G4,6,0.3516990853058289,9.99,0,0,3.25
11.5,2,OK,pass,OK,0.48,0.9,1.38,2.62,Plate 3 B1,Plate 3 B1, NP68,6,0.7272801698767535,8.61,1.25,1.91,6.5
11.5,2,OK,pass,OK,0,1.11,0,3.24,Plate 3 B2,Plate 3 B2, NP68,6,0.24774586168695736,7.85,2.33,0,2.33
11.5,2,OK,pass,OK,0,0.48,1.72,2.64,Plate 3 B3,Plate 3 B3, NP68,6,0.2730350722401947,8.42,2.22,7.61,4.27
11.5,2,OK,pass,OK,0,1.04,1.41,3.32,Plate 3 B4,Plate 3 B4, NP68,6,0.11706013388598538,8.77,0,0,4.73
11.5,2,OK,pass,OK,0,1.23,0.6,3.11,Plate 3 B5,Plate 3 B5, NP68,6,0.2466092679542276,8.75,0,0,4.41
11.5,2,OK,pass,OK,2.51,2.02,1.15,3.24,Plate 3 B6,Plate 3 B6, NP68,6,0.4651780468751974,7.36,7.88,0,9.44
11.5,2,OK,pass,OK,0.3,0.95,1.23,3.14,Plate 3 B7,Plate 3 B7, NP68,6,0.2919512393634829,4.64,0,2.15,2.97
11.5,2,OK,pass,OK,0,1.08,0.7,3.25,Plate 3 B8,Plate 3 B8, NP68,6,0.4864215249750276,9.04,0,0,3.21
11.5,2,OK,pass,OK,0,1.3,0,3.32,Plate 3 B9,Plate 3 B9, NP68,6,0.4172065748858571,9.71,0,0,3.7
11.5,2,OK,pass,OK,1.3,1.18,1.15,3.37,Plate 3 B10,Plate 3 B10, NP68,6,0.27540748614263855,7.45,2.21,3.05,3.96
11.5,2,OK,pass,OK,0,1.4,0.6,3.43,Plate 3 B11,Plate 3 B11, NP68,6,0.432095050726099,8.77,0,0,3.9
11.5,2,OK,pass,OK,2.71,2.34,1,2.15,Plate 3 C1,Plate 3 C1, N4,6,0.5462415355988168,0,7.94,1.5,3.34
11.5,2,OK,pass,OK,2.9,2.59,0.95,1.98,Plate 3 C2,Plate 3 C2, N4,6,0.7149309887647927,0,8.42,7.93,3.43
11.5,2,OK,pass,OK,2.57,2.51,0.7,1.32,Plate 3 C3,Plate 3 C3, N4,6,0.5153325004781936,3.42,8.24,1.56,7.86
11.5,2,OK,pass,OK,2.87,1.79,1.63,1.7,Plate 3 C4,Plate 3 C4, N4,6,0.62145517483295,2.08,7.25,1.38,10.99
11.5,2,OK,pass,OK,2.93,2.53,0,1.85,Plate 3 C5,Plate 3 C5, N4,6,0.5765867841456654,1.45,5.16,1.45,9.51
11.5,2,OK,pass,OK,2.72,2.32,0,2.04,Plate 3 C6,Plate 3 C6, N4,6,0.5629025564270063,0,6.89,1.47,8.76
11.5,2,OK,pass,OK,2.68,2.63,2.17,1.83,Plate 3 C7,Plate 3 C7, N4,6,0.7282002695651538,0,6.15,7.45,8.53
11.5,2,OK,pass,OK,2.81,2.34,1.85,1.36,Plate 3 C8,Plate 3 C8, N4,6,0.33387440898936843,2.81,8.03,5.61,3.7
11.5,2,OK,pass,OK,2.54,1.93,2.2,2.18,Plate 3 C9,Plate 3 C9, N4,6,0.9327645899935604,2.67,6.35,6.67,4.62
11.5,2,OK,pass,OK,2.86,2.31,1.52,1.92,Plate 3 C10,Plate 3 C10, N4,6,0.5313124671252631,1.53,5.53,6.06,8.42
11.5,2,OK,pass,OK,2.37,2.23,0,2.34,Plate 3 C11,Plate 3 C11, N4,6,0.5067223519235066,6.95,6.21,0,5.03
11.5,2,OK,pass,OK,2.67,2.15,1.48,2.45,Plate 3 C12,Plate 3 C12, N4,6,0.6335517795598596,6.65,8.63,4.63,11.64
11.5,2,OK,pass,OK,2.56,2.05,1.23,2.33,Plate 3 D1,Plate 3 D1, T4,6,0.643312052725047,5.75,7.12,1.35,9.26
11.5,2,OK,pass,OK,2.45,1.7,0,2.15,Plate 3 D2,Plate 3 D2, T4,6,0.5224768039410663,7.63,7.08,1.54,10.87
11.5,2,OK,pass,OK,2.71,2.49,0,1.4,Plate 3 D3,Plate 3 D3, T4,6,0.8379582397476094,5.98,8.16,1.13,8.81
11.5,2,OK,pass,OK,2.73,2.26,2.25,2.95,Plate 3 D4,Plate 3 D4, T4,6,0.8799941666882499,7.99,7.39,7.78,8.38
11.5,2,OK,pass,OK,2.27,1.95,1.3,2.25,Plate 3 D5,Plate 3 D5, T4,6,0.75814861236406506,2.65,5.78,1.21,10.02
11.5,2,OK,pass,OK,2.51,1.53,1.6,2.54,Plate 3 D6,Plate 3 D6, T4,6,0.5712691491818226,0,8.05,0,9.11
11.5,2,OK,pass,OK,1.46,1.52,1.34,3.08,Plate 3 D7,Plate 3 D7, T4,6,0.7106371902189247,9.05,7.18,1.27,10.93
11.5,2,OK,pass,OK,2.6,2.25,2.43,2.73,Plate 3 D8,Plate 3 D8, T4,6,0.8008250008525135,1.17,6.2,9.45,2.58
11.5,2,OK,pass,OK,1.93,0.95,1.73,3.3,Plate 3 D9,Plate 3 D9, T4,6,0.4875355672448064,9.76,7.47,2.84,8.96
11.5,2,OK,pass,OK,2.12,1.68,0.9,2.81,Plate 3 D10,Plate 3 D10, T4,6,0.4001396277245498,6.79,8.26,0,11.12
11.5,2,OK,pass,OK,2.2,1.34,1.3,2.61,Plate 3 D11,Plate 3 D11, T4,6,0.34676933550474304,2.76,6.13,5.03,9.5
11.5,2,OK,pass,OK,2.03,1.59,1.48,3.14,Plate 3 D12,Plate 3 D12, T4,6,0.8461128487506865,9.31,3.54,5.23,4.99
11.5,2,OK,pass,OK,0.48,0,0.3,1.85,Plate 3 E1,Plate 3 E1, N4,1,0.28555113417799266,7.86,3,0,10.76
11.5,2,OK,pass,OK,0,0.6,0,1.66,Plate 3 E2,Plate 3 E2, N4,1,0.38747021583868513,4.04,1.84,0,7.82
11.5,2,OK,pass,OK,1.66,0.95,1.32,2.21,Plate 3 E3,Plate 3 E3, N4,1,0.41560542101633696,4.9,6.33,0,9.27
11.5,2,OK,pass,OK,0.78,0.78,0,2.39,Plate 3 E4,Plate 3 E4, N4,1,0.4728229928155822,3.78,0,0,9
11.5,2,OK,pass,OK,0.9,1.11,0.48,2.62,Plate 3 E5,Plate 3 E5, N4,1,0.35332279063829997,3.62,1.94,0,10.05
11.5,2,OK,pass,OK,0,0.85,0.3,3,Plate 3 E8,Plate 3 E8, N4,1,0.38507074018070003,7.39,0,0,7.84
11.5,2,OK,pass,OK,0.7,0.7,0.95,2.73,Plate 3 E9,Plate 3 E9, N4,1,0.46823602525135133,7.77,0,0,2.4
11.5,2,OK,pass,OK,1.45,0.6,0.3,1.72,Plate 3 E10,Plate 3 E10, N4,1,0.3281102550590961,3.34,2.83,0,8.81
11.5,2,OK,pass,OK,0,0.48,1.43,1.71,Plate 3 E11,Plate 3 E11, N4,1,0.41169499734063575,7.66,4.79,0,9.83
11.5,2,OK,pass,OK,1.41,0.48,0.7,2.02,Plate 3 E12,Plate 3 E12, N4,1,0.3660778980833785,3.2,6,0,10.03
11.5,2,OK,pass,OK,0,1,1.2,3.15,Plate 3 F1,Plate 3 F1,NA,NA,0.4306382262194652,6.19,1.73,0,8
11.5,2,OK,pass,OK,0,0.78,0.85,2.84,Plate 3 F2,Plate 3 F2,NA,NA,0.33417208830032147,8.41,0,0,4
11.5,2,OK,pass,OK,1.18,0.85,1.52,3.02,Plate 3 F3,Plate 3 F3,NA,NA,0.40306229732299775,8.03,3.99,0,6.72
11.5,2,OK,pass,OK,0.7,1.04,0,3.21,Plate 3 F4,Plate 3 F4,NA,NA,0.2873101482881697,7.45,0,0,7.06
11.5,2,OK,pass,OK,0.9,1.11,1.43,2.91,Plate 3 F5,Plate 3 F5,NA,NA,0.33994075252318406,6.22,0,0,8.99
11.5,2,OK,pass,OK,0.3,1.15,1.34,3.11,Plate 3 F6,Plate 3 F6,NA,NA,0.28177150898740716,8.21,3.02,0,3.54
11.5,2,OK,pass,OK,0.95,0.95,0,3.12,Plate 3 F7,Plate 3 F7,NA,NA,0.3937350122464694,7.35,0,0,4.58
11.5,2,OK,pass,OK,0.78,1.04,0,2.65,Plate 3 F8,Plate 3 F8,NA,NA,0.24559896241402338,7.21,2.34,0,7.16
11.5,2,OK,pass,OK,0.78,0.85,0,3.12,Plate 3 F9,Plate 3 F9,NA,NA,0.32426748577224784,8.26,2.84,0,7.78
11.5,2,OK,pass,OK,0.6,1.11,0.78,2.47,Plate 3 F10,Plate 3 F10,NA,NA,0.2904718633938981,7.88,2.15,0,7
11.5,2,OK,pass,OK,0.6,1.15,1.04,3.29,Plate 3 F11,Plate 3 F11,NA,NA,0.38403337288495465,8.73,1.85,1.85,3.14
11.5,2,OK,pass,OK,0.3,0.78,0.3,2.79,Plate 3 F12,Plate 3 F12,NA,NA,0.31136353867169286,8.62,0,0,8.89
11.5,2,OK,pass,OK,2.64,1.36,1.9,2.19,Plate 3 G1,Plate 3 G1, N4,3,0.35086017088405214,1.94,6.92,7.93,8.97
11.5,2,OK,pass,OK,2.33,1.15,0.85,2.15,Plate 3 G2,Plate 3 G2, N4,3,0.7461422134889594,7.59,6.39,1.88,9.41
11.5,2,OK,pass,OK,2.86,1.92,1.26,1.96,Plate 3 G3,Plate 3 G3, N4,3,0.5110747842730471,2.3,7.15,2.78,11.16
11.5,2,OK,pass,OK,2.25,1.11,1.79,1.43,Plate 3 G4,Plate 3 G4, N4,3,0.7367608049013485,0,2.34,7.17,9.17
11.5,2,OK,pass,OK,2.77,0.95,1.18,2.47,Plate 3 G5,Plate 3 G5, N4,3,0.5968289772904717,8.19,4.96,1.42,10.29
11.5,2,OK,pass,OK,2.61,1,0.78,1.81,Plate 3 G6,Plate 3 G6, N4,3,0.5014723713485167,3.7,7.25,0,9.1
11.5,2,OK,pass,OK,2.1,1,1.62,2.25,Plate 3 G7,Plate 3 G7, N4,3,0.5072229944010185,7.57,7.54,2.31,9.69
11.5,2,OK,pass,OK,2.62,1,0.7,2.02,Plate 3 G8,Plate 3 G8, N4,3,0.7740879863778228,1.2,8.07,1.84,10.57
11.5,2,OK,pass,OK,2.51,1.99,1.99,1.87,Plate 3 G9,Plate 3 G9, N4,3,0.4979227710800312,2.81,8.3,7.89,9.14
11.5,2,OK,pass,OK,2.36,1.49,0.6,1.81,Plate 3 G10,Plate 3 G10, N4,3,0.5070335621122302,0,7.33,1.57,9.55
11.5,2,OK,pass,OK,2.62,1.82,1.23,2.33,Plate 3 G11,Plate 3 G11, N4,3,0.5333601399612129,6.02,6.17,1.52,9.4
11.5,2,OK,pass,OK,2.64,1.4,0,1.81,Plate 3 H2,Plate 3 H2, N4,3,1.8502979219100237,1.89,7.24,0,9.1
11.5,2,OK,pass,OK,0.6,1.23,1.45,3.15,Plate 3 H3,Plate 3 H3, N4,3,0.7654146937268731,5.23,2.64,1.21,9.73
11.5,2,OK,pass,OK,2.57,0.95,1.04,2.06,Plate 3 H4,Plate 3 H4, N4,3,1.2541590193858525,6.73,7.46,0.85,10.33
11.5,2,OK,pass,OK,2.84,2.03,1.57,1.45,Plate 3 H5,Plate 3 H5, N4,3,0.7413342415878088,5.17,7.8,8.78,10.14
11.5,2,OK,pass,OK,2.65,1.76,0,1.45,Plate 3 H8,Plate 3 H8, N4,3,1.3818318717365725,5.47,8.49,1.29,8.71
11.5,2,OK,pass,OK,0.9,0.85,1.67,2.93,Plate 3 H9,Plate 3 H9, N4,3,0.8635992531228821,9.34,3.36,1.11,10.65
11.5,2,OK,pass,OK,2.73,1.54,1.32,1.69,Plate 3 H10,Plate 3 H10, N4,3,1.0588407987673507,1.94,6.59,0,10.44
11.5,2,OK,pass,OK,2.13,0.95,0.85,2.23,Plate 3 H11,Plate 3 H11, N4,3,1.1864956099477098,8.64,6.46,8.84,11.47
11.5,2,OK,pass,OK,1.97,0.3,1.15,1.81,Plate 4 A1,Plate 4 A1, N4,1,1.932060505985124,0.6,0.6,0,10.33
11.5,2,OK,pass,OK,1.68,0.7,1.34,1.81,Plate 4 A2,Plate 4 A2, N4,1,0.3622261082113498,8.06,6.19,0,11.7
11.5,2,OK,pass,OK,0.3,1.08,1.69,2.8,Plate 4 A3,Plate 4 A3, N4,1,0.42548747208145965,6.38,0,7.91,10.23
11.5,2,OK,pass,OK,0.3,0.78,1.18,1.61,Plate 4 A4,Plate 4 A4, N4,1,0.5172764365845687,1.55,0,1.55,11.71
11.5,2,OK,pass,OK,1.23,0.3,1.11,1.85,Plate 4 A6,Plate 4 A6, N4,1,0.323288752280175,4.85,2.03,2.03,5.25
11.5,2,OK,pass,OK,1.26,1.11,0.3,2.47,Plate 4 A7,Plate 4 A7, N4,1,0.5787652554667309,5.41,1.45,1.45,9.84
11.5,2,OK,pass,OK,0,0.7,1.11,0.85,Plate 4 A8,Plate 4 A8, N4,1,0.46178630684736893,6.62,0,0,11.06
11.5,2,OK,pass,OK,1.73,1,0.78,2.78,Plate 4 A10,Plate 4 A10, N4,1,0.3621629641150871,3.89,0,1.91,4.84
11.5,2,OK,pass,OK,0.78,0.6,1.15,2.8,Plate 4 A11,Plate 4 A11, N4,1,0.5282138961157975,2.26,0,0,8.6
11.5,2,OK,pass,OK,1.15,0.7,0.48,2.34,Plate 4 A12,Plate 4 A12, N4,1,0.43139144508202815,7.15,7.08,0,10.34
11.5,2,OK,pass,OK,0,0.95,0.48,2.04,Plate 4 B1,Plate 4 B1, N4,1,1.0995236379309319,7.11,0.93,6.31,9.46
11.5,2,OK,pass,OK,0,0.95,0.48,2.85,Plate 4 B3,Plate 4 B3, N4,1,0.35813978312463085,6.36,1.92,0,3.61
11.5,2,OK,pass,OK,1.23,0.6,0.95,1.98,Plate 4 B4,Plate 4 B4, N4,1,0.3615630952005908,3.22,1.91,0,10.38
11.5,2,OK,pass,OK,1.81,0.7,1.54,1.7,Plate 4 B5,Plate 4 B5, N4,1,0.5726808707625545,6.6,2.64,0,10.25
11.5,2,OK,pass,OK,1.04,0.48,0.9,2.09,Plate 4 B6,Plate 4 B6, N4,1,0.4159121209124704,2.54,1.77,0,9.49
11.5,2,OK,pass,OK,0,0.3,0.48,1.54,Plate 4 B7,Plate 4 B7, N4,1,0.2613579247241734,0,0,0,10.31
11.5,2,OK,pass,OK,0.6,0.9,1.26,2.77,Plate 4 B8,Plate 4 B8, N4,1,0.5039846043212567,1.58,5.6,0,5.92
11.5,2,OK,pass,OK,0.48,0.7,0,2.14,Plate 4 B9,Plate 4 B9, N4,1,0.4347651439394959,2.49,0,0,10.65
11.5,2,OK,pass,OK,0.48,0,0,2.45,Plate 4 B10,Plate 4 B10, N4,1,0.30044412031082474,7.44,0,0,8.4
11.5,2,OK,pass,OK,0.6,0.7,0.48,2.84,Plate 4 B12,Plate 4 B12, N4,1,0.44015945387737204,5.61,0,0,3.87
11.5,2,OK,pass,OK,2.01,1.2,0.95,1.45,Plate 4 C1,Plate 4 C1, N4,3,1.6956039066514308,1.75,8.51,1.12,10.12
11.5,2,OK,pass,OK,2.66,1.64,1.18,1.46,Plate 4 C2,Plate 4 C2, N4,3,0.9366073592804086,1.05,8.64,7.47,8.64
11.5,2,OK,pass,OK,2.49,1.2,1.59,2.03,Plate 4 C3,Plate 4 C3, N4,3,0.7043814143963208,0,7.57,1.94,9.35
11.5,2,OK,pass,OK,2.35,1,0.48,1.75,Plate 4 C4,Plate 4 C4, N4,3,0.7242672944265016,0,7.91,1.25,9.37
11.5,2,OK,pass,OK,2.86,1.79,0,2.05,Plate 4 C5,Plate 4 C5, N4,3,0.7111739150371582,6.95,8.21,4.04,9.37
11.5,2,OK,pass,OK,3.13,2.32,2.36,1.89,Plate 4 C6,Plate 4 C6, N4,3,0.8245626707547228,5.44,8.7,10.14,10.49
11.5,2,OK,pass,OK,1.79,1.26,1.82,2.51,Plate 4 C7,Plate 4 C7, N4,3,0.4238547461638082,7.49,8.23,8.24,8.86
11.5,2,OK,pass,OK,2.65,1.36,0.3,1.91,Plate 4 C8,Plate 4 C8, N4,3,0.5458040372175677,6.03,6.28,3.06,9.35
11.5,2,OK,pass,OK,2.16,1.81,1.23,2.21,Plate 4 C9,Plate 4 C9, N4,3,0.5516899690477753,0,6.83,5.35,11.09
11.5,2,OK,pass,OK,2.63,1.26,0,2,Plate 4 C11,Plate 4 C11, N4,3,0.6705451993846594,1.32,6.15,1.99,8.93
11.5,2,OK,pass,OK,2.73,1.45,1.95,1.75,Plate 4 C12,Plate 4 C12, N4,3,0.716216422152999,1.26,7.85,7.86,8.82
11.5,2,OK,pass,OK,0,0.3,1.38,2.03,Plate 4 D1,Plate 4 D1,NA,NA,1.2171159863425605,8.08,0.87,1.4,7.61
11.5,2,OK,pass,OK,0.3,0.7,1.18,2.67,Plate 4 D2,Plate 4 D2,NA,NA,0.7962786259215945,7.91,1.17,0,1.81
11.5,2,OK,pass,OK,0.95,0.48,1.38,2.88,Plate 4 D3,Plate 4 D3,NA,NA,0.3949527912458227,8.09,3.1,0,9.08
11.5,2,OK,pass,OK,0,0.7,1.34,2.86,Plate 4 D4,Plate 4 D4,NA,NA,0.6385446734572082,3.38,0,2.05,7.9
11.5,2,OK,pass,OK,0.95,0.85,0.6,3.06,Plate 4 D5,Plate 4 D5,NA,NA,0.2708114979932273,7.54,0,3.07,7.87
11.5,2,OK,pass,OK,0.95,0.9,0.78,3.04,Plate 4 D6,Plate 4 D6,NA,NA,0.253149192210014,8.33,2.31,0,5.47
11.5,2,OK,pass,OK,0,1.11,1.11,2.99,Plate 4 D7,Plate 4 D7,NA,NA,0.3100735949908964,7.09,0,0,8.82
11.5,2,OK,pass,OK,1.11,1.08,1.7,2.86,Plate 4 D8,Plate 4 D8,NA,NA,0.37984331106866115,9.35,0,0,8.12
11.5,2,OK,pass,OK,0.95,0.78,0.48,2.49,Plate 4 D9,Plate 4 D9,NA,NA,0.3024241387579214,8,3.45,0,8.39
11.5,2,OK,pass,OK,1.04,0.85,1.88,2.67,Plate 4 D10,Plate 4 D10,NA,NA,0.5128428189684046,8.75,0,2.29,7.89
11.5,2,OK,pass,OK,1.11,0.3,0.85,2.8,Plate 4 D11,Plate 4 D11,NA,NA,0.2849106726301846,8.42,2.17,5.03,8.86
11.5,2,OK,pass,OK,2.1,0.85,0.85,2.57,Plate 4 E1,Plate 4 E1, G4,6,1.1597450645952485,4.55,4.5,0,8.51
11.5,2,OK,pass,OK,1.2,1.11,0.48,3.1,Plate 4 E2,Plate 4 E2, G4,6,0.8068733032159683,6.57,0,0,8.07
11.5,2,OK,pass,OK,0.48,0.48,0.3,2.36,Plate 4 E3,Plate 4 E3, G4,6,0.4149875109314799,5.01,2.54,1.77,1.77
11.5,2,OK,pass,OK,0.95,1.11,1.08,3.17,Plate 4 E4,Plate 4 E4, G4,6,0.6613847951339683,10.03,6.17,0,0
11.5,2,OK,pass,OK,2.46,1.73,1.23,2.67,Plate 4 E5,Plate 4 E5, G4,6,0.6937732062241764,2.76,6.83,0,9.39
11.5,2,OK,pass,OK,0,1.28,0.95,3.41,Plate 4 E6,Plate 4 E6, G4,6,0.5324039579320909,10.05,0,0,2.25
11.5,2,OK,pass,OK,0,1.11,0.7,3.2,Plate 4 E7,Plate 4 E7, G4,6,0.5555146971642628,9.59,0,0,3.04
11.5,2,OK,pass,OK,2.31,1.8,1.28,3.06,Plate 4 E8,Plate 4 E8, G4,6,0.43505831295785874,8.8,7.07,2.98,6.43
11.5,2,OK,pass,OK,1.52,1.46,0,3.17,Plate 4 E9,Plate 4 E9, G4,6,0.42353451538990416,7.38,7.6,0,3.92
11.5,2,OK,pass,OK,2.46,1.93,1.15,3.06,Plate 4 E10,Plate 4 E10, G4,6,1.1165680336292882,8.2,8.16,2.67,1.88
11.5,2,OK,pass,OK,2.45,2.15,0,2.73,Plate 4 E11,Plate 4 E11, G4,6,0.7803167004448855,7.46,8.45,1.83,7.61
11.5,2,OK,pass,OK,1.6,1.34,0.7,3.26,Plate 4 E12,Plate 4 E12, G4,6,0.6916939613400953,8.15,5.47,0,7.05
11.5,2,OK,pass,OK,0,1,0,3.24,Plate 4 F1,Plate 4 F1, NP68,6,1.6423599026241495,9.74,0,0.69,2.22
11.5,2,OK,pass,OK,0.6,1,1.28,2.93,Plate 4 F2,Plate 4 F2, NP68,6,0.7841730006095045,6.56,0,0,1.83
11.5,2,OK,pass,OK,0,1.2,1.34,3.34,Plate 4 F3,Plate 4 F3, NP68,6,0.38240064696730314,8.76,1.85,0,3.14
11.5,2,OK,pass,OK,0.48,0.78,0.3,3.1,Plate 4 F4,Plate 4 F4, NP68,6,0.37743481482549573,7.62,1.87,0,3.54
11.5,2,OK,pass,OK,0,1.26,1.11,3.23,Plate 4 F5,Plate 4 F5, NP68,6,0.3754502860858088,8.7,0,0,1.87
11.5,2,OK,pass,OK,0.6,1.04,1.23,3.37,Plate 4 F6,Plate 4 F6, NP68,6,0.26585468643660026,9.23,0,2.25,3.09
11.5,2,OK,pass,OK,0.85,1.04,0.7,3.4,Plate 4 F7,Plate 4 F7, NP68,6,0.3565341189625206,9.2,2.72,1.93,1.93
11.5,2,OK,pass,OK,2.28,1.88,1.61,3.14,Plate 4 F8,Plate 4 F8, NP68,6,0.41230839713290257,7.31,5.02,0,0
11.5,2,OK,pass,OK,0,1,0.78,3.13,Plate 4 F9,Plate 4 F9, NP68,6,0.42571749700355976,9.25,0,0,2.51
11.5,2,OK,pass,OK,0.48,1.04,0.3,3.05,Plate 4 F10,Plate 4 F10, NP68,6,0.5843941006192973,9.58,0,0,2.62
11.5,2,OK,pass,OK,0,1.26,1.57,3.37,Plate 4 F11,Plate 4 F11, NP68,6,0.5110883151508178,7.53,2.3,0,1.56
11.5,2,OK,pass,OK,0,1.11,0.78,3.34,Plate 4 F12,Plate 4 F12, NP68,6,0.4834131598173659,9.15,1.62,0,1.62
11.5,2,OK,pass,OK,2.62,2.41,1.46,2.24,Plate 4 G1,Plate 4 G1, N4,6,1.7576520018147774,0,7.04,0,9.27
11.5,2,OK,pass,OK,2.61,2.1,0,2.18,Plate 4 G2,Plate 4 G2, N4,6,0.8729716411253124,5.32,7.26,1.1,7.65
11.5,2,OK,pass,OK,2.68,2.6,1.86,1.59,Plate 4 G3,Plate 4 G3, N4,6,0.7322820843592824,0,7.17,7.89,8.71
11.5,2,OK,pass,OK,2.84,2.41,1.95,1.77,Plate 4 G4,Plate 4 G4, N4,6,0.8886584387540193,0,8.37,8.72,8.14
11.5,2,OK,pass,OK,1.83,1.53,2.27,0.78,Plate 4 G5,Plate 4 G5, N4,6,0.5169652263958451,2.28,0,7.9,6.26
11.5,2,OK,pass,OK,2.74,2.66,0,1.79,Plate 4 G6,Plate 4 G6, N4,6,0.8776803865894786,1.1,6.69,1.71,7.71
11.5,2,OK,pass,OK,2.57,2.55,2.04,1.63,Plate 4 G7,Plate 4 G7, N4,6,0.8137785611715607,1.16,5.24,7.02,3.44
11.5,2,OK,pass,OK,2.64,2.48,0.78,1.85,Plate 4 G8,Plate 4 G8, N4,6,0.8492159300527423,2.51,6.83,1.12,8.19
11.5,2,OK,pass,OK,2.64,2.05,0.3,2.45,Plate 4 G9,Plate 4 G9, N4,6,0.7775699322574553,6.66,7.14,6.16,10.36
11.5,2,OK,pass,OK,2.59,1,0,2.34,Plate 4 G10,Plate 4 G10, N4,6,0.5592356885511758,7.24,7.31,0,11
11.5,2,OK,pass,OK,2.6,2.08,0.78,2.64,Plate 4 H1,Plate 4 H1, T4,6,3.0089920883317567,1.58,7.37,4.6,6.95
11.5,2,OK,pass,OK,2.36,0.9,1.45,2.5,Plate 4 H2,Plate 4 H2, T4,6,4.042593289764363,6.94,7.54,7.57,10.28
11.5,2,OK,pass,OK,2.88,2.6,1.59,1.89,Plate 4 H3,Plate 4 H3, T4,6,7.823458810812155,1.72,7.54,0.33,1.27
11.5,2,OK,pass,OK,2.35,2.42,0,2.03,Plate 4 H4,Plate 4 H4, T4,6,3.9092284481648125,0.33,7.95,0,6.51
11.5,2,OK,pass,OK,2.42,2.36,1.7,2.06,Plate 4 H5,Plate 4 H5, T4,6,1.349962144294237,1.31,6.92,2.79,8.67
11.5,2,OK,pass,OK,2.7,2.13,1.3,1.49,Plate 4 H6,Plate 4 H6, T4,6,1.3432824009681548,3.99,8.04,6.42,8.36
11.5,2,OK,pass,OK,2.29,2.45,2.16,2.67,Plate 4 H7,Plate 4 H7, T4,6,1.1433591716150613,7.39,5.13,6.98,3
11.5,2,OK,pass,OK,2.78,1.65,1.68,2.52,Plate 4 H8,Plate 4 H8, T4,6,1.0579477608344916,6.67,7.13,7.29,8.64
11.5,2,OK,pass,OK,2.77,2.04,2.31,1.95,Plate 4 H9,Plate 4 H9, T4,6,1.030344770182483,7.04,6.91,7.34,8.52
11.5,2,OK,pass,OK,2.44,1.92,0,3.24,Plate 4 H10,Plate 4 H10, T4,6,0.9251467058087168,5.15,7.69,1.66,10.82
11.5,2,OK,pass,OK,2.86,2.35,1.49,1.89,Plate 4 H11,Plate 4 H11, T4,6,1.0451520607561013,1.54,6.95,2.27,7.38
